ID,Name,NumYears,MinYear,MeanYear,StdDevYears,MaxYear
2016,Guy W. Oliver,1,1995,1995,0,1995
2017,Guy-Warwick Evans,1,2013,2013,0,2013
2018,Gyorgy Fekete,1,1990,1990,0,1990
2019,Gábor Domokos,1,1994,1994,0,1994
2020,Gábor Janiga,2,2012,2013.5,2.12132034355964,2015
2021,Gábor Szücs,1,2011,2011,0,2011
2022,Gérard G. Medioni,3,1996,1997,1,1998
2023,Gérard Lecina,1,2000,2000,0,2000
2024,Günter Blöschl,2,2010,2010.5,0.707106781186548,2011
2025,Günter Knittel,2,1995,1995.5,0.707106781186548,1996
2026,Günther Greiner,2,2005,2005.5,0.707106781186548,2006
2027,Günther Nürnberger,2,2003,2004,1.4142135623731,2005
2028,H. Marmanis,1,1999,1999,0,1999
2029,H. T. Nguyen,1,1997,1997,0,1997
2030,H. V. Jagadish,1,2009,2009,0,2009
2031,H. Videau,1,1993,1993,0,1993
2032,H. W. Park,1,1991,1991,0,1991
2033,Hadi Abdo,1,2000,2000,0,2000
2034,Hadley Wickham,2,2010,2010.5,0.707106781186548,2011
2035,Haejin Jeong,1,2017,2017,0,2017
2036,Haekyu Park,3,2019,2020,1,2021
2037,Haesun Park,6,2009,2013.66666666667,3.77712412645741,2019
2038,Haeyong Chung,3,2010,2014,3.60555127546399,2017
2039,Hai Ah Nam,1,2012,2012,0,2012
2040,Hai Lin 0003,1,2012,2012,0,2012
2041,Hai Tao,1,1994,1994,0,1994
2042,Haibin Liu,1,2016,2016,0,2016
2043,Haibo Dong,1,2011,2011,0,2011
2044,Haichao Miao,2,2017,2018,1.4142135623731,2019
2045,Haidong Chen,1,2014,2014,0,2014
2046,Haidong Zhang,7,2019,2019.85714285714,0.899735410842437,2021
2047,Haifeng Zhang,1,2018,2018,0,2018
2048,Haijun Xia,1,2021,2021,0,2021
2049,Haik Lorenz,1,2004,2004,0,2004
2050,Haikuan Zhu,1,2020,2020,0,2020
2051,Haim Levkowitz,4,1991,1994.5,6.35085296108588,2004
2052,Haipeng Cai,1,2012,2012,0,2012
2053,Haipeng Zeng,2,2015,2017,2.82842712474619,2019
2054,Hairong Wang,1,2019,2019,0,2019
2055,Haitao Zhang,1,2006,2006,0,2006
2056,Haiyan Yang,2,2012,2014,2.82842712474619,2016
2057,Haiyang Wang,1,2015,2015,0,2015
2058,Hajar Hamidian,1,2016,2016,0,2016
2059,Halden Lin,1,2018,2018,0,2018
2060,Haleh Hagh-Shenas,2,2003,2005,2.82842712474619,2007
2061,Halldór Janetzko,8,2009,2011.375,2.87538817255291,2017
2062,Hamed Alhoori,1,2021,2021,0,2021
2063,Hamed Bouzari,1,2012,2012,0,2012
2064,Hamish A. Carr,10,2001,2009.6,5.16827931821715,2016
2065,Hammad Haleem,1,2018,2018,0,2018
2066,Hamza Elhamdadi,1,2021,2021,0,2021
2067,Han Chen,1,2002,2002,0,2002
2068,Han Hong,1,2014,2014,0,2014
2069,Han Krishnan,1,2008,2008,0,2008
2070,Han-Wei Shen,38,1994,2008.86842105263,7.61283075039367,2020
2071,Haneen Mohammed,2,2017,2017.5,0.707106781186548,2018
2072,Hang Su 0006,1,2018,2018,0,2018
2073,Hang Yu,1,2004,2004,0,2004
2074,Hanghang Tong,3,2016,2019,2.64575131106459,2021
2075,Hangzai Luo,3,2006,2006.33333333333,0.577350269189626,2007
2076,Hanjun Xian,2,2012,2013,1.4142135623731,2014
2077,Hank Childs,2,2005,2009,5.65685424949238,2013
2078,Hanna Hauptmann,1,2019,2019,0,2019
2079,Hannah Kim,4,2015,2016.5,1.73205080756888,2019
2080,Hannah Pileggi,1,2012,2012,0,2012
2081,Hanning Shao,1,2019,2019,0,2019
2082,Hanns Ruder,2,2000,2002.5,3.53553390593274,2005
2083,Hanqi Guo 0001,11,2010,2014.63636363636,2.73030134866931,2019
2084,Hans Drevermann,1,1993,1993,0,1993
2085,Hans Hagen,30,1990,2004.4,6.69843007855135,2020
2086,Hans Hasse,1,2021,2021,0,2021
2087,Hans Hinterberger,1,1994,1994,0,1994
2088,Hans J. W. Spoelder,2,1996,1997,1.4142135623731,1998
2089,Hans Lamecker,1,2013,2013,0,2013
2090,Hans-Christian Hege,20,1996,2007.3,5.37146456554889,2018
2091,Hans-Christian Rodrian,1,1994,1994,0,1994
2092,Hans-Georg Pagendarm,6,1993,1995.83333333333,2.31660671385254,1999
2093,Hans-Heino Ehricke,1,1993,1993,0,1993
2094,Hans-Jörg Schulz,4,2011,2012.75,2.3629078131263,2016
2095,Hans-Peter Bunge,1,1996,1996,0,1996
2096,Hans-Peter Kriegel,2,1993,1994,1.4142135623731,1995
2097,Hans-Peter Meinzer,1,1994,1994,0,1994
2098,Hans-Peter Nollert,1,2005,2005,0,2005
2099,Hans-Peter Seidel,15,2001,2006.86666666667,4.29063209906464,2015
2100,Hans-Rainer Trebin,1,2012,2012,0,2012
2101,Hans-Ulrich Kauczor,1,2003,2003,0,2003
2102,Hans-Werner Braun,1,1991,1991,0,1991
2103,Hanseung Lee,3,2009,2010.66666666667,2.08166599946613,2013
2104,Hansi Senaratne,1,2015,2015,0,2015
2105,Hansjörg Schmauder,2,2016,2017,1.4142135623731,2018
2106,Hanspeter Pfister,56,1994,2012.48214285714,7.10439318994962,2021
2107,Hanyi Chen,1,2019,2019,0,2019
2108,Hao Dong 0008,1,2017,2017,0,2017
2109,Hao Wang 0005,1,2021,2021,0,2021
2110,Hao Wei,1,2014,2014,0,2014
2111,Hao Yang,1,2018,2018,0,2018
2112,Hao Zheng 0006,2,2020,2020.5,0.707106781186548,2021
2113,Hao Zhou,1,2009,2009,0,2009
2114,Haohui Chen,1,2018,2018,0,2018
2115,Haojin Jiang,1,2020,2020,0,2020
2116,Haojing Jiang,1,2019,2019,0,2019
2117,Haolin Lu,1,2021,2021,0,2021
2118,Haolin Zhi,1,2011,2011,0,2011
2119,Haoling Dong,1,2015,2015,0,2015
2120,Haomian Wang,1,2009,2009,0,2009
2121,Haomin Li,1,2021,2021,0,2021
2122,Haoren Wang,1,2021,2021,0,2021
2123,Haotian Li 0001,2,2020,2020.5,0.707106781186548,2021
2124,Haoxuan Wang,1,2020,2020,0,2020
2125,Haoyu Li,1,2019,2019,0,2019
2126,Harald Bosch,7,2008,2010.57142857143,1.90237946242268,2013
2127,Harald F. Mayer,1,1993,1993,0,1993
2128,Harald Garcke,1,2000,2000,0,2000
2129,Harald Obermaier,4,2012,2012.5,0.577350269189626,2013
2130,Harald Piringer,14,2009,2013.57142857143,2.65197417652718,2018
2131,Harald Reiterer,3,2006,2014.33333333333,7.23417813807023,2019
2132,Hariharan Subramonyam,1,2018,2018,0,2018
2133,Harinarayan Krishnan,2,2009,2010.5,2.12132034355964,2012
2134,Haris Mumtaz,1,2019,2019,0,2019
2135,Harish Doraiswamy,8,2013,2015.5,2.20389266007736,2020
2136,Harlan Foote,7,1998,2003,3.91578004149024,2009
2137,Harold J. Ship,1,2013,2013,0,2013
2138,Harrie van den Bosch,1,2005,2005,0,2005
2139,Harris A. Lewin,1,2016,2016,0,2016
2140,Harrison H. Barrett,1,1997,1997,0,1997
2141,Harry Stavropoulos,2,2014,2014.5,0.707106781186548,2015
2142,Harry Yeh,3,2011,2017,5.29150262212918,2021
2143,Harsh Bhatia,3,2018,2019,1,2020
2144,Harsh Shukla,1,2019,2019,0,2019
2145,Harshit Mehrotra,1,2013,2013,0,2013
2146,Hartmut Ziegler,1,2010,2010,0,2010
2147,Harvey E. Cline,1,1993,1993,0,1993
2148,Hasan Davulcu,1,2015,2015,0,2015
2149,Hausi A. Müller,1,1997,1997,0,1997
2150,Haw-Jye Shyu,1,2000,2000,0,2000
2151,Hayder Al-Maneea,1,2020,2020,0,2020
2152,Hayeong Song,1,2018,2018,0,2018
2153,He Huang,3,2019,2020,1,2021
2154,He Liu,1,2011,2011,0,2011
2155,He Xiao,2,2009,2009.5,0.707106781186548,2010
2156,Heather Lipford,2,2008,2009,1.4142135623731,2010
2157,Heidi Lam,5,2007,2010.8,4.81663783151692,2017
2158,Heidi Werner,1,2015,2015,0,2015
2159,Heidrun Schumann,10,2000,2011.1,5.78215646046813,2020
2160,Heidrun Steinmetz,1,2004,2004,0,2004
2161,Heike Hofmann,5,2010,2012.2,1.92353840616713,2015
2162,Heike Leitte,12,2007,2013,5.35978289926679,2021
2163,Heiko Friedrich,1,2007,2007,0,2007
2164,Heiko Ramm,1,2013,2013,0,2013
2165,Heinz Krüger,1,1997,1997,0,1997
2166,Heinz-Otto Peitgen,3,2001,2003,2.64575131106459,2006
2167,Helen C. Miles,1,2011,2011,0,2011
2168,Helen C. Purchase,1,2012,2012,0,2012
2169,Helen H. Hu,1,2000,2000,0,2000
2170,Helen Wright,4,1993,1996.5,2.88675134594813,2000
2171,Helen Zhao,1,2014,2014,0,2014
2172,Helena Mitásová,1,2010,2010,0,2010
2173,Helia Hosseinpour,1,2021,2021,0,2021
2174,Helmut Barro,1,2004,2004,0,2004
2175,Helmut Doleisch,9,2002,2008,3.20156211871642,2012
2176,Helmut Sobieczky,1,1995,1995,0,1995
2177,Helwig Hauser,34,2000,2008.88235294118,5.66629966306564,2020
2178,Helwig Löffelmann,2,1997,1997,0,1997
2179,Hendrik Strobelt,14,2009,2015.64285714286,3.1035251137808,2021
2180,Hendrikus H. M. Korsten,1,2018,2018,0,2018
2181,Henk Bekker,1,2009,2009,0,2009
2182,Henk Huitema,1,2000,2000,0,2000
2183,Henning Wachsmuth,1,2020,2020,0,2020
2184,Henrik Buchholz,1,2005,2005,0,2005
2185,Henrik Korsgaard,1,2021,2021,0,2021
2186,Henrik Weimer,1,1998,1998,0,1998
2187,Henry Fuchs,7,1991,1995.85714285714,3.02371578407382,2000
2188,Henry H. Rueter,1,1990,1990,0,1990
2189,Henry Reinstein,1,2021,2021,0,2021
2190,Henry Sowizral,1,1995,1995,0,1995
2191,Henry Völzke,2,2014,2014.5,0.707106781186548,2015
2192,Henryk Dobslaw,1,2014,2014,0,2014
2193,Herb Taylor,1,1992,1992,0,1992
2194,Herbert Edelsbrunner,3,2003,2005.66666666667,3.78593889720018,2010
2195,Herman Towles,4,1999,2000,0.816496580927726,2001
2196,Hesham Elhalawani,1,2019,2019,0,2019
2197,Hessam Sokooti,1,2016,2016,0,2016
2198,Heungseok Park,1,2020,2020,0,2020
2199,Hicham G. Elmongui,1,2015,2015,0,2015
2200,Hidekazu Shiozawa,1,1999,1999,0,1999
2201,Hidenori Higashida,1,1998,1998,0,1998
2202,Hideo Ishikawa,1,1997,1997,0,1997
2203,Hideo Otsuna,1,2009,2009,0,2009
2204,Highmed Consortium,1,2020,2020,0,2020
2205,Hikmet Senay,1,1992,1992,0,1992
2206,Hilko Cords,1,2008,2008,0,2008
2207,Hiroaki Natsukawa,1,2020,2020,0,2020
2208,Hiroki Saito,1,2005,2005,0,2005
2209,Hiroko Miyamura,1,2005,2005,0,2005
2210,Hiroko Nakamura,1,2002,2002,0,2002
2211,Hiroshi Ishii 0001,1,2004,2004,0,2004
2212,Hiroshi Sato,1,1995,1995,0,1995
2213,Ho Van Quan,1,2009,2009,0,2009
2214,Ho-Lun Cheng,2,2004,2004.5,0.707106781186548,2005
2215,Hoi Ying Tsang,1,2010,2010,0,2010
2216,Holger Burbach,1,1999,1999,0,1999
2217,Holger Last,1,2012,2012,0,2012
2218,Holger Steeb,1,2018,2018,0,2018
2219,Holger Stitz,2,2017,2017.5,0.707106781186548,2018
2220,Holger Theisel,25,2003,2010.56,4.35966359558472,2018
2221,Holly A. Taylor,1,2015,2015,0,2015
2222,Holly E. Rushmeier,4,1994,1996,1.4142135623731,1997
2223,Holly Schmidt,1,2008,2008,0,2008
2224,Hong Chen,2,1994,1998.5,6.36396103067893,2003
2225,Hong Ma,1,1998,1998,0,1998
2226,Hong Qin,7,1997,2003.85714285714,3.57903950935496,2008
2227,Hong Wang,3,2015,2017.33333333333,2.08166599946613,2019
2228,Hong Zhou 0004,4,2008,2010.25,2.62995563967658,2014
2229,Hongan Wang,3,2009,2014,6.2449979983984,2021
2230,Hongfeng Yu,2,2008,2011,4.24264068711928,2014
2231,Hongguang Xiao,1,2021,2021,0,2021
2232,Honghui Mei,4,2014,2017,2.44948974278318,2019
2233,Hongsen Liao,1,2015,2015,0,2015
2234,Hongwei Li,2,2007,2007.5,0.707106781186548,2008
2235,Hongye Liang,2,2018,2019,1.4142135623731,2020
2236,Hongyuan Zha,2,2017,2017.5,0.707106781186548,2018
2237,Horace Mitchell,1,2002,2002,0,2002
2238,Horst K. Hahn,2,2001,2006,7.07106781186548,2011
2239,Hossam Sharara,1,2011,2011,0,2011
2240,Hossein Siadati,1,2018,2018,0,2018
2241,Houda Lamqaddam,1,2020,2020,0,2020
2242,Howard D. Wactlar,1,2003,2003,0,2003
2243,Howard D. White,1,2004,2004,0,2004
2244,Howard Neely,1,1999,1999,0,1999
2245,Hrvoje Ribicic,3,2010,2011,1,2012
2246,Hsiang-Yun Wu,2,2015,2016.5,2.12132034355964,2018
2247,Hua Guo,4,2012,2013.25,1.5,2015
2248,Hua Su,1,1995,1995,0,1995
2249,Hualin Zhou,1,2002,2002,0,2002
2250,Huamin Qu,62,2000,2015.35483870968,4.87246116889724,2021
2251,Huan He,1,2018,2018,0,2018
2252,Huan Liu,1,2020,2020,0,2020
2253,Huan Song,1,2021,2021,0,2021
2254,Huaqiang Zhang,1,2021,2021,0,2021
2255,Hubert Mara,1,2012,2012,0,2012
2256,Hugo Buddelmeijer,1,2010,2010,0,2010
2257,Hugo Romat,1,2021,2021,0,2021
2258,Hugues Hoppe,2,1998,1998.5,0.707106781186548,1999
2259,Hui Fang 0003,1,2016,2016,0,2016
2260,Hui Huang 0004,3,2019,2019.66666666667,1.15470053837925,2021
2261,Hui Ma,2,1994,1994.5,0.707106781186548,1995
2262,Hui Min Watt,1,2015,2015,0,2015
2263,Hui Shao,1,2021,2021,0,2021
2264,Hui Xie 0001,2,2003,2003.5,0.707106781186548,2004
2265,Hui Zhang,7,2015,2018.71428571429,2.21466970556828,2021
2266,Hui Zhang 0006,5,2005,2011.6,5.94138031100518,2020
2267,Hui Zhang 0027,1,2018,2018,0,2018
2268,Huihua Guan,2,2017,2017.5,0.707106781186548,2018
2269,Huihua Lu,1,2021,2021,0,2021
2270,Huixuan Xie,1,2020,2020,0,2020
2271,Hujun Bao,3,2011,2012.33333333333,1.52752523165195,2014
2272,Huub van de Wetering,7,1999,2008.42857142857,7.97615493950861,2019
2273,Huw Dawkes,1,1995,1995,0,1995
2274,Huy T. Vo,5,2005,2010.8,4.49444101084885,2015
2275,Hyejin Im,1,2017,2017,0,2017
2276,Hyeok Kim,1,2021,2021,0,2021
2277,Hyeon Jeon,2,2020,2020.5,0.707106781186548,2021
2278,Hyung-Kwon Ko,1,2021,2021,0,2021
2279,Hyunggoog Seo,1,2015,2015,0,2015
2280,Hyungsuk Choi,1,2014,2014,0,2014
2281,Hyunjoo Song,2,2016,2018,2.82842712474619,2020
2282,Hyunmo Kang,2,2006,2006.5,0.707106781186548,2007
2283,Hyunwoo Park,1,2017,2017,0,2017
2284,Hélio Pedrini,1,2011,2011,0,2011
2285,I. Ari Sadarjoen,2,1995,1996.5,2.12132034355964,1998
2286,I. Chakravarty,1,1993,1993,0,1993
2287,I. Spector,1,1990,1990,0,1990
2288,I. V. Ramakrishnan,3,2006,2008,2,2010
2289,Iain Dillingham,2,2011,2012,1.4142135623731,2013
2290,Ian Bowman,3,2010,2011,1,2012
2291,Ian Crandell,1,2017,2017,0,2017
2292,Ian G. Angus,1,1995,1995,0,1995
2293,Ian Gorton,1,2012,2012,0,2012
2294,Ian M. Thornton,2,2006,2008,2.82842712474619,2010
2295,Ian T. Ruginski,1,2019,2019,0,2019
2296,Ian Turton,2,2007,2007.5,0.707106781186548,2008
2297,Ido Guy,1,2011,2011,0,2011
2298,Ievgeniia Gutenko,2,2015,2015.5,0.707106781186548,2016
2299,Ignacio Ponzoni,1,2020,2020,0,2020
2300,Igor Guskov,1,2006,2006,0,2006
2301,Igor Jurisica,2,2009,2009.5,0.707106781186548,2010
2302,Igor Pivkin,1,2004,2004,0,2004
2303,Ik Soo Lim,1,2009,2009,0,2009
2304,Ikhyun Park,1,2008,2008,0,2008
2305,Il-Hong Jung,2,1997,1997.5,0.707106781186548,1998
2306,Ilari Shafer,1,2013,2013,0,2013
2307,Ilir Jusufi,1,2014,2014,0,2014
2308,Ilknur Icke,1,2011,2011,0,2011
2309,Imma Boada,1,2011,2011,0,2011
2310,Inanç Birol,1,2009,2009,0,2009
2311,Inbal Ronen,1,2011,2011,0,2011
2312,Ines Färber,1,2012,2012,0,2012
2313,Inga Scheler,1,2004,2004,0,2004
2314,Ingmar Bitter,1,2000,2000,0,2000
2315,Ingo Wald,6,2007,2016.16666666667,5.03653319920227,2021
2316,Ingrid Carlbom,3,1993,1998.66666666667,4.93288286231625,2002
2317,Ingrid Hotz,6,2000,2005.83333333333,4.62240918425302,2011
2318,Insoo Woo,1,2009,2009,0,2009
2319,Insung Ihm,1,1995,1995,0,1995
2320,Ioannis G. Tollis,1,2001,2001,0,2001
2321,Irene Baeza Rojo,2,2019,2019,0,2019
2322,Irene Finocchi,1,2001,2001,0,2001
2323,Irene Reppa,1,2012,2012,0,2012
2324,Irene Tedjo-Palczynski,1,2008,2008,0,2008
2325,Isaac Brewer,1,2000,2000,0,2000
2326,Isaac Cho,4,2015,2016,1.15470053837925,2017
2327,Isaac Dykeman,1,2017,2017,0,2017
2328,Isaac Liao,1,2012,2012,0,2012
2329,Isabel Navazo,1,1997,1997,0,1997
2330,Isabel Rica Mendez,1,2005,2005,0,2005
2331,Ishwar Kulkarni,1,2011,2011,0,2011
2332,Ishwinder Kaur,1,2007,2007,0,2007
2333,Ismail Demir,2,2014,2014.5,0.707106781186548,2015
2334,Issac J. Trotts,2,1997,1997.5,0.707106781186548,1998
2335,Issei Fujishiro,8,1995,2001.375,4.56500664997169,2009
2336,István Kókai,1,2007,2007,0,2007
2337,Iulian Peca,1,2011,2011,0,2011
2338,Ivan Baclija,2,2012,2012.5,0.707106781186548,2013
2339,Ivan Barisic,1,2017,2017,0,2017
2340,Ivan Herman,1,2000,2000,0,2000
2341,Ivan Kolesár,1,2016,2016,0,2016
2342,Ivan Marusic,2,2003,2003.5,0.707106781186548,2004
2343,Ivan Viola,18,2003,2013.38888888889,5.81214639798706,2020
2344,Ivo Grosse,1,1997,1997,0,1997
2345,Ivo Herrmann,1,2014,2014,0,2014
2346,Ivo L. Hofacker,1,2006,2006,0,2006
2347,Iwan W. Griffiths,2,2011,2012,1.4142135623731,2013
2348,Iwo Serlie,1,2003,2003,0,2003
2349,J. A. Baca,1,1992,1992,0,1992
2350,J. Alex Godwin,2,2010,2010,0,2010
2351,J. Burnetti,1,1991,1991,0,1991
2352,J. Croall,1,1995,1995,0,1995
2353,J. Dean Brederson,1,2003,2003,0,2003
2354,J. Edward Swan,1,1999,1999,0,1999
2355,J. Edward Swan II,7,1997,2002.28571428571,6.92132660006461,2015
2356,J. F. Hughes,1,1992,1992,0,1992
2357,J. Finger,1,1997,1997,0,1997
2358,J. Fredrick Cornhill,1,1996,1996,0,1996
2359,J. Harris,1,2016,2016,0,2016
2360,J. Hartig,1,1992,1992,0,1992
2361,J. K. Fisher,1,2005,2005,0,2005
2362,J. L. Pajon,1,1990,1990,0,1990
2363,J. McLeod,1,1992,1992,0,1992
2364,J. Megewick,1,1992,1992,0,1992
2365,J. Michael Boyle,1,2012,2012,0,2012
2366,J. Michalak,1,1991,1991,0,1991
2367,J. Moorman,1,1993,1993,0,1993
2368,J. P. Paris,1,2000,2000,0,2000
2369,J. P. R. B. Walton,2,2000,2002,2.82842712474619,2004
2370,J. Scott Davidson,1,2001,2001,0,2001
2371,J. Shade,1,1993,1993,0,1993
2372,J. T. Fry,1,2018,2018,0,2018
2373,J. Xavier Prochaska,1,2020,2020,0,2020
2374,Jaakko Peltonen,2,2016,2018.5,3.53553390593274,2021
2375,Jacheng Pan,1,2018,2018,0,2018
2376,Jack Bowie,1,1991,1991,0,1991
2377,Jack Gundrum,1,2000,2000,0,2000
2378,Jack Pegg,1,2020,2020,0,2020
2379,Jack Simon,1,2004,2004,0,2004
2380,Jack Snoeyink,3,2001,2002.66666666667,1.52752523165195,2004
2381,Jackie Assa,1,1997,1997,0,1997
2382,Jacky Yuan,1,2014,2014,0,2014
2383,Jacob Ritchie,2,2019,2019.5,0.707106781186548,2020
2384,Jacqueline Chen,1,2011,2011,0,2011
2385,Jadran Vrabec,1,2007,2007,0,2007
2386,Jae Choi,1,2007,2007,0,2007
2387,Jae-Seung Yeom,1,2019,2019,0,2019
2388,Jae-wook Ahn,1,2008,2008,0,2008
2389,Jaebum Kim,1,2016,2016,0,2016
2390,Jaegul Choo,12,2009,2014.41666666667,3.52802631749959,2020
2391,Jaemin Jo,5,2014,2018.8,2.94957624075052,2021
2392,Jaeseok Huh,1,2014,2014,0,2014
2393,Jaewoo Kim,1,2019,2019,0,2019
2394,Jaeyeon Kihm,1,2010,2010,0,2010
2395,Jaeyoung Kim,1,2020,2020,0,2020
2396,Jagoda Walny,4,2011,2014.75,3.86221007541882,2019
2397,Jai Y. Yu,1,2009,2009,0,2009
2398,Jaime Montemayor,1,2008,2008,0,2008
2399,Jake Solomon,1,2008,2008,0,2008
2400,Jakob Bonart,1,2021,2021,0,2021
2401,Jakob Jakob,1,2020,2020,0,2020
2402,Jakob Troidl,1,2020,2020,0,2020
2403,Jakub Wejchert,1,1991,1991,0,1991
2404,Jamal Alsakran,2,2008,2009.5,2.12132034355964,2011
2405,Jamal Paden,1,2021,2021,0,2021
2406,Jambay Kinley,1,2021,2021,0,2021
2407,James A. Hall,1,1999,1999,0,1999
2408,James A. Jones,1,2001,2001,0,2001
2409,James A. Sethian,1,2012,2012,0,2012
2410,James A. Wise,1,1995,1995,0,1995
2411,James Abello,4,2000,2002.75,2.75378527364305,2006
2412,James Agutter,4,2001,2005.75,5.7373048260195,2014
2413,James Allan,1,2000,2000,0,2000
2414,James Arthur Kohl,3,2003,2004,1,2005
2415,James B. Salem,1,1991,1991,0,1991
2416,James Bossert,1,1997,1997,0,1997
2417,James D. Foley,1,2009,2009,0,2009
2418,James D. Hollan,1,1991,1991,0,1991
2419,James Davey,3,2010,2011,1,2012
2420,James F. O'Brien,1,2002,2002,0,2002
2421,James H. Fallon,1,2007,2007,0,2007
2422,James H. Garrett Jr.,1,1999,1999,0,1999
2423,James Harrison,1,1999,1999,0,1999
2424,James Helman,1,1990,1990,0,1990
2425,James Hudson,2,2001,2001.5,0.707106781186548,2002
2426,James J. Thomas,12,1995,2002.41666666667,4.10007390916384,2009
2427,James K. Hahn,1,1994,1994,0,1994
2428,James K. Rayson,1,1999,1999,0,1999
2429,James L. Montine,1,1990,1990,0,1990
2430,James M. Wilson V,1,2007,2007,0,2007
2431,James N. Scott,1,1994,1994,0,1994
2432,James O'Brien,1,2012,2012,0,2012
2433,James P. Ahrens,9,1997,2008,7.92148975887743,2018
2434,James R. Eagan,5,2001,2009,7.61577310586391,2019
2435,James R. Jackson,1,2017,2017,0,2017
2436,James R. Matey,1,1992,1992,0,1992
2437,James Robergé,1,1993,1993,0,1993
2438,James S. Painter,1,1996,1996,0,1996
2439,James S. Walker,1,2015,2015,0,2015
2440,James Shearer,2,2008,2008.5,0.707106781186548,2009
2441,James Slack,2,2005,2005.5,0.707106781186548,2006
2442,James Stewart,1,2006,2006,0,2006
2443,James T. Enns,1,1998,1998,0,1998
2444,James T. Kaba,1,1992,1992,0,1992
2445,James T. Klosowski,3,1999,2004,7.81024967590665,2013
2446,James Tompkin,3,2016,2018,2,2020
2447,James V. Miller,1,1990,1990,0,1990
2448,James Vanderhyde,1,2003,2003,0,2003
2449,James W. Durkin,1,1994,1994,0,1994
2450,James Wexler,2,2017,2018,1.4142135623731,2019
2451,James Winget,1,1991,1991,0,1991
2452,Jameson Miller,1,2006,2006,0,2006
2453,Jamie D. Weber,1,2000,2000,0,2000
2454,Jamie L. Dyer,2,2010,2012.5,3.53553390593274,2015
2455,Jamie Morgenstern,1,2019,2019,0,2019
2456,Jamison Daniel,1,2008,2008,0,2008
2457,Jamshed Dastur,1,2004,2004,0,2004
2458,Jan Byska,4,2015,2018.25,2.21735578260835,2020
2459,Jan C. van Gemert,2,2011,2014,4.24264068711928,2017
2460,Jan Fischer,2,2003,2004,1.4142135623731,2005
2461,Jan Friedrich,1,2010,2010,0,2010
2462,Jan Harkes,1,1998,1998,0,1998
2463,Jan Kretschmer,2,2013,2013.5,0.707106781186548,2014
2464,Jan Mican,1,2020,2020,0,2020
2465,Jan Mohring,2,2005,2005.5,0.707106781186548,2006
2466,Jan Reininghaus,3,2011,2012,1.73205080756888,2014
2467,Jan Sahner,2,2005,2006,1.4142135623731,2007
2468,Jan W. Buzydlowski,1,2004,2004,0,2004
2469,Jan Zahálka,2,2014,2017,4.24264068711928,2020
2470,Jan-Erik Stange,1,2014,2014,0,2014
2471,Jan-Henrik Haunert,4,2011,2014,4.08248290463863,2020
2472,Jan-Tobias Sohns,1,2021,2021,0,2021
2473,Jane Hoffswell,2,2015,2018,4.24264068711928,2021
2474,Jane Troutner,1,1998,1998,0,1998
2475,Jane Wilhelms,2,1993,1994.5,2.12132034355964,1996
2476,Janet M. Six,1,2001,2001,0,2001
2477,Janet Wiles,1,2015,2015,0,2015
2478,Janice E. Cuny,1,1992,1992,0,1992
2479,Janine Bennett,2,2005,2008,4.24264068711928,2011
2480,Janko Dietzsch,1,2009,2009,0,2009
2481,Janu Verma,1,2017,2017,0,2017
2482,Jared Hoberock,1,2008,2008,0,2008
2483,Jared Jessup,1,2021,2021,0,2021
2484,Jarek Rossignac,1,1999,1999,0,1999
2485,Jarke J. van Wijk,42,1992,2005,7.78992469984584,2020
2486,Jarkko Oikarinen,1,2000,2000,0,2000
2487,Jaroslav Tyman,1,2004,2004,0,2004
2488,Jarrett Johnson,1,2007,2007,0,2007
2489,Jarry H. T. Claessen,1,2011,2011,0,2011
2490,Jasmina Orman,1,2001,2001,0,2001
2491,Jason A. Laska,1,2018,2018,0,2018
2492,Jason Alexander,1,2016,2016,0,2016
2493,Jason Bryan,1,2001,2001,0,2001
2494,Jason Cantarella,1,2005,2005,0,2005
2495,Jason D. Hartline,1,2021,2021,0,2021
2496,Jason D. Walter,1,2001,2001,0,2001
2497,Jason D. Williams,1,2016,2016,0,2016
2498,Jason D. Wood,3,1996,1999,4.35889894354067,2004
2499,Jason Dalton,1,2008,2008,0,2008
2500,Jason Dykes,23,2007,2012.60869565217,3.51282236223476,2019
2501,Jason F. Shepherd,1,2011,2011,0,2011
2502,Jason Freund,1,1997,1997,0,1997
2503,Jason J. Levit,1,2003,2003,0,2003
2504,Jason Leboe-McGowan,1,2007,2007,0,2007
2505,Jason Leigh,3,2004,2009.33333333333,5.5075705472861,2015
2506,Jason M. Proctor,1,2005,2005,0,2005
2507,Jason Payne,2,2008,2008.5,0.707106781186548,2009
2508,Jason Wiese,1,2021,2021,0,2021
2509,Jatin Chhugani,1,2009,2009,0,2009
2510,Javier Bescos,1,2006,2006,0,2006
2511,Javier Oliván Bescós,4,2007,2009,1.82574185835055,2011
